Catalogue number,Parent image ID,Mars Express/HRSC DTM (best resolution),HRSC DTM resolution (m/px),HiRISE available ?,HiRISE image,HiRISE anaglyph,HiRISE DTM,GLF Head lon. (deg. East),GLF Head lon. (+/- 180),GLF Head lat. ,GLF Terminus lon. (deg. East),GLF Terminus lon. (+/- 180),GLF Terminus lat.,Mid-channel true right lon. (deg. East),Mid-channel true right lon. (+/- 180),Mid-channel true right lat.,Mid-channel true left lon. (deg. East),Mid-channel true left lon. (+/- 180),Mid-channel true left lat.,Centre lon. (deg. East),Centre Lon (-180 to 180),Centre .Lat,GLF length (km),GLF width (km),GLF area (km sq.),GLF orientation (deg.),Buffer min. elevation (m),Buffer max. elevation (m),Buffer MEAN elevation (m),Buffer STD. DEV. of elevation,Elongation
803,P15_006757_1275_XN_52S060W,H2387_0000_DA4,75,no,,,,298.9395,-61.0605,-50.4397,299.0215,-60.9785,-50.4192,298.9878,-61.0122,-50.4436,298.981,-61.019,-50.4177,298.981,-61.0195,-50.431,3.32601,1.55645,5.17676,68.60421,-156,1766,651.531,429.932,2.13692
804,P15_006757_1275_XN_52S060W,H2387_0000_DA4,75,no,,,,298.7368,-61.2632,-50.5403,298.772,-61.228,-50.426,298.7544,-61.2456,-50.4773,298.7285,-61.2715,-50.4739,298.754,-61.2456,-50.476,6.90357,0.99753,6.88654,11.10063,1327,2275,1998.42,213.747,6.92063
805,P15_006757_1275_XN_52S060W,H2387_0000_DA4,75,no,,,,298.6899,-61.3101,-50.4246,298.7939,-61.2061,-50.4124,298.7476,-61.2524,-50.4314,298.7427,-61.2573,-50.408,298.742,-61.2581,-50.420,3.9937,1.39924,5.58815,79.6084,867,2124,1515.71,286.687,2.85419
806,P15_006757_1275_XN_52S060W,H2387_0000_DA4,75,no,,,,299.1641,-60.8359,-53.5935,299.2354,-60.7646,-53.5154,299.2129,-60.7871,-53.5623,299.1895,-60.8105,-53.5486,299.200,-60.80025,-53.555,5.26605,1.15681,6.0918,28.50122,184,1942,1354.96,446.698,4.55223
807,P16_007258_1281_XI_51S060W,H2387_0000_DA4,75,no,,,,299.625,-60.375,-50.9099,299.665,-60.335,-50.783,299.6719,-60.3281,-50.8631,299.6143,-60.3857,-50.8504,299.645,-60.355,-50.857,7.66906,2.28282,17.5071,11.27162,1007,2874,2141.57,493.637,3.35946
808,P16_007258_1281_XI_51S060W,H2387_0000_DA4,75,no,,,,299.5479,-60.4521,-50.8132,299.6279,-60.3721,-50.7703,299.5928,-60.4072,-50.8142,299.5762,-60.4238,-50.7849,299.588,-60.4121,-50.800,3.93066,1.84463,7.25063,49.7228,310,2457,1521.62,541.43,2.13086
809,P15_006955_1297_XI_50S066W,H2508_0000_DA4,100,no,,,,293.2559,-66.7441,-48.8513,293.0947,-66.9053,-49.2752,293.208,-66.792,-49.075,293.2266,-66.7734,-49.0838,293.175,-66.8247,-49.079,25.89332,0.89079,23.06552,193.93052,981,1361,1112.47,74.1077,29.06781
810,P15_006889_1417_XN_38S067W,H2530_0001_DA4,125,no,,,,292.2896,-67.7104,-36.8301,292.2913,-67.7087,-36.8728,292.2842,-67.7158,-36.8491,292.2976,-67.7024,-36.8491,292.290,-67.70955,-36.849,2.53217,0.63556,1.60935,178.17581,1896,2954,2554.71,358.735,3.98415
811,P15_006889_1417_XN_38S067W,H2530_0001_DA4,125,no,,,,292.354,-67.646,-36.8269,292.3613,-67.6387,-36.8591,292.3569,-67.6431,-36.8428,292.3679,-67.6321,-36.8423,292.358,-67.64235,-36.843,1.9397,0.52262,1.01372,169.71886,1984,3043,2661.52,311.133,3.71151
812,P15_006889_1417_XN_38S067W,H2530_0001_DA4,125,no,,,,292.5547,-67.4453,-36.971,292.5164,-67.4836,-36.9883,292.5281,-67.4719,-36.9749,292.5315,-67.4685,-36.9834,292.536,-67.46445,-36.979,2.08329,0.5289,1.10186,240.50315,1847,3021,2404.78,387.286,3.93888
813,P15_006889_1417_XN_38S067W,H2530_0001_DA4,125,no,,,,293.0508,-66.9492,-40.3584,293.0012,-66.9988,-40.3438,293.0305,-66.9695,-40.3443,293.0286,-66.9714,-40.3506,293.026,-66.974,-40.347,2.40176,0.38315,0.92022,291.10281,1992,3554,2854.39,562.033,6.2685
814,P15_006889_1417_XN_38S067W,H2530_0001_DA4,125,no,,,,293.0344,-66.9656,-40.3909,292.9839,-67.0161,-40.3887,293.012,-66.988,-40.3828,293.0112,-66.9888,-40.3945,293.009,-66.99085,-40.389,2.28351,0.69442,1.5857,273.25722,1999,3496,2751.96,439.547,3.2884
815,P14_006665_1284_XN_51S069W,H2541_0000_DA4,100,no,,,,290.4556,-69.5444,-50.1228,290.5225,-69.4775,-50.2014,290.4692,-69.5308,-50.1829,290.5229,-69.4771,-50.159,290.489,-69.51095,-50.171,5.30626,2.48248,13.17271,151.42387,1180,2027,1737.24,214.335,2.13748
816,P14_006665_1284_XN_51S069W,H2541_0000_DA4,100,no,,,,290.6826,-69.3174,-50.0427,290.8853,-69.1147,-50.0847,290.7954,-69.2046,-50.0882,290.8047,-69.1953,-50.0457,290.784,-69.21605,-50.067,8.10422,2.54376,20.6152,107.96664,1047,2026,1586.68,207.048,3.18592
817,B02_010238_1439_XN_36S070W,none,none,yes_(nearby),ESP_024611_1430,,,289.4536,-70.5464,-36.5603,289.4663,-70.5337,-36.6516,289.458,-70.542,-36.6062,289.4756,-70.5244,-36.6043,289.460,-70.54005,-36.605,5.44511,0.84496,4.60091,173.63226,2613,4258,3625.71,406.713,6.44421
818,B02_010238_1439_XN_36S070W,none,none,yes,ESP_024611_1430,,,289.2217,-70.7783,-36.5774,289.2354,-70.7646,-36.6526,289.2178,-70.7822,-36.6199,289.2368,-70.7632,-36.616,289.229,-70.77145,-36.618,4.50461,0.93298,4.2027,171.68471,2683,4379,3769.05,506.943,4.82821
819,B02_010238_1439_XN_36S070W,none,none,yes_(nearby),ESP_024611_1430,,,289.5435,-70.4565,-36.595,289.5151,-70.4849,-36.6353,289.5171,-70.4829,-36.6062,289.5266,-70.4734,-36.6121,289.529,-70.4707,-36.609,2.74429,0.57148,1.56831,209.48603,2349,3986,3433.25,420.823,4.80206
820,B02_010238_1439_XN_36S070W,none,none,yes_(nearby),ESP_024611_1430,,,289.6069,-70.3931,-36.6472,289.5776,-70.4224,-36.6685,289.5906,-70.4094,-36.6521,289.5962,-70.4038,-36.6587,289.592,-70.40775,-36.655,1.8801,0.47322,0.8897,227.80857,2128,3830,2951.97,460.177,3.97301
821,P18_007878_1427_XN_37S072W,H2596_0001_DA4,125,no,,,,287.1404,-72.8596,-36.4014,287.145,-72.855,-36.426,287.1375,-72.8625,-36.4138,287.1467,-72.8533,-36.4119,287.143,-72.8573,-36.413,1.47449,0.45305,0.66802,171.44359,2148,3215,2734.15,336.735,3.25457
822,P18_007878_1427_XN_37S072W,H2596_0001_DA4,125,no,,,,287.6792,-72.3208,-37.1944,287.6858,-72.3142,-37.2168,287.6741,-72.3259,-37.2061,287.6875,-72.3125,-37.2022,287.683,-72.3175,-37.204,1.36375,0.67351,0.9185,166.79512,2224,3548,2856.06,372.397,2.02484
823,B05_011715_1448_XN_35S075W,H2596_0001_DA4,125,no,,,,284.7285,-75.2715,-35.4363,284.7827,-75.2173,-35.5051,284.7437,-75.2563,-35.4841,284.7583,-75.2417,-35.4715,284.756,-75.2444,-35.478,4.84501,1.02681,4.97491,147.33204,3600,3904,3798.93,67.5573,4.7185
824,P15_006863_1364_XN_43S076W,H2640_0000_DA4,150,no,,,,282.8823,-77.1177,-41.4788,283.084,-76.916,-41.5012,282.9858,-77.0142,-41.5076,282.9922,-77.0078,-41.4822,282.983,-77.01685,-41.495,9.05306,1.53207,13.86992,98.49995,2437,3489,3195.88,270.305,5.90904
825,P15_006863_1364_XN_43S076W,H2607_0000_DA4,125,no,,,,283.031,-76.969,-41.9331,283.0715,-76.9285,-41.9688,283.0471,-76.9529,-41.9544,283.0552,-76.9448,-41.9478,283.051,-76.94875,-41.951,2.76851,0.52964,1.46632,139.85877,2719,3675,3441.15,248.287,5.22714
826,P15_006863_1364_XN_43S076W,H2607_0000_DA4,125,no,,,,283.1062,-76.8938,-41.916,283.1284,-76.8716,-41.9485,283.104,-76.896,-41.9385,283.1274,-76.8726,-41.9285,283.117,-76.8827,-41.934,2.16077,1.18991,2.57112,153.06932,2363,3696,3126.23,387.502,1.81591
827,P07_003738_1451_XI_34S079W,H4087_0000_DA4,100,no,,,,280.3621,-79.6379,-34.9959,280.3679,-79.6321,-35.0303,280.3596,-79.6404,-35.0132,280.3696,-79.6304,-35.0122,280.365,-79.635,-35.013,2.05828,0.48905,1.00661,172.13937,3425,4991,4101.39,432.045,4.20872
828,P14_006639_1280_XN_52S079W,H2640_0000_DA4,150,no,,,,280.8145,-79.1855,-51.0344,280.71,-79.29,-51.0862,280.7485,-79.2515,-51.051,280.7666,-79.2334,-51.0818,280.762,-79.23775,-51.066,4.9579,1.94607,9.64841,231.69685,1030,2302,1718.93,300.269,2.54765
829,P14_006639_1280_XN_52S079W,none,none,no,,,,281.2432,-78.7568,-51.7561,281.1216,-78.8784,-51.742,281.1777,-78.8223,-51.7258,281.1782,-78.8218,-51.7503,281.182,-78.8176,-51.738,4.53974,1.45226,6.5929,280.56041,960,2271,1789.71,399.108,3.12597
830,P14_006639_1280_XN_52S079W,none,none,no,,,,281.2568,-78.7432,-51.8679,281.0386,-78.9614,-51.8792,281.1421,-78.8579,-51.8645,281.1421,-78.8579,-51.8933,281.148,-78.8523,-51.879,8.01287,1.70702,13.6781,265.11944,910,2234,1747.97,424.254,4.69408
831,P14_006639_1280_XN_52S079W,none,none,no,,,,281.2852,-78.7148,-51.9397,281.0962,-78.9038,-52.0125,281.1982,-78.8018,-51.9817,281.2017,-78.7983,-52.0051,281.191,-78.8093,-51.993,8.13853,1.39282,11.33551,237.9074,1334,2511,2028.42,285.916,5.8432
832,P14_006639_1280_XN_52S079W,none,none,no,,,,281.2998,-78.7002,-52.1018,281.1797,-78.8203,-52.0203,281.2505,-78.7495,-52.0584,281.2324,-78.7676,-52.0818,281.240,-78.76025,-52.070,6.5184,1.53574,10.01059,317.77564,1555,2703,2167.66,302.785,4.24445
833,P14_006639_1280_XN_52S079W,none,none,no,,,,281.3022,-78.6978,-52.1453,281.0254,-78.9746,-52.1248,281.1582,-78.8418,-52.1131,281.1577,-78.8423,-52.159,281.164,-78.8362,-52.136,10.14327,2.72062,27.59596,276.77071,1595,2747,2367.49,281.183,3.7283
834,P14_006639_1280_XN_52S079W,none,none,no,,,,281.2881,-78.7119,-52.2385,281.0493,-78.9507,-52.2146,281.1797,-78.8203,-52.2058,281.1772,-78.8228,-52.2356,281.169,-78.8313,-52.221,8.78487,1.76862,15.53708,279.18523,1613,2859,2466.14,239.026,4.96708
835,P14_006639_1280_XN_52S079W,none,none,no,,,,281.2471,-78.7529,-52.2849,281.1665,-78.8335,-52.3186,281.1953,-78.8047,-52.2859,281.2104,-78.7896,-52.3147,281.207,-78.7932,-52.300,3.53891,1.79261,6.34389,235.60581,1316,2803,2196.38,338.291,1.97416
836,P14_006639_1280_XN_52S079W,none,none,no,,,,281.187,-78.813,-52.5838,280.9648,-79.0352,-52.5237,281.0757,-78.9243,-52.5403,281.0664,-78.9336,-52.5667,281.076,-78.9241,-52.554,8.76422,1.60026,14.025,293.89371,817,2103,1692.34,281.778,5.47677
837,P16_007180_1356_XN_44S091W,H0453_0000_DA4,75,no,,,,268.2009,-91.7991,-44.0818,268.2075,-91.7925,-44.1016,268.2,-91.8,-44.0928,268.2087,-91.7913,-44.0896,268.204,-91.7958,-44.091,1.20674,0.41611,0.50213,166.53858,1203,2641,2204.88,438.04,2.90007
838,P16_007180_1356_XN_44S091W,H0453_0000_DA4,75,no,,,,268.2874,-91.7126,-44.0789,268.2908,-91.7092,-44.0989,268.2859,-91.7141,-44.0882,268.2927,-91.7073,-44.0869,268.289,-91.7109,-44.088,1.19423,0.29958,0.35777,173.03958,1207,2615,1896.63,546.304,3.98639
839,P16_007180_1356_XN_44S091W,H0453_0000_DA4,75,no,,,,268.3,-91.7,-44.0767,268.3052,-91.6948,-44.0994,268.2991,-91.7009,-44.0879,268.3062,-91.6938,-44.0867,268.303,-91.6974,-44.087,1.36355,0.31053,0.42342,170.6582,1211,2587,1675.6,508.305,4.39109
840,P16_007180_1356_XN_44S091W,H0453_0000_DA4,75,no,,,,268.3181,-91.6819,-44.0696,268.325,-91.675,-44.094,268.3184,-91.6816,-44.0825,268.3267,-91.6733,-44.0801,268.322,-91.67845,-44.081,1.47576,0.38095,0.56219,168.51963,1242,2505,1985.11,474.631,3.87388
841,P16_007180_1356_XN_44S091W,H0453_0000_DA4,75,no,,,,268.4546,-91.5454,-44.0869,268.4456,-91.5544,-44.1079,268.4438,-91.5562,-44.0977,268.4504,-91.5496,-44.0996,268.450,-91.5499,-44.099,1.30232,0.30266,0.39416,197.10429,944,2542,1750.87,588.518,4.30288
842,P16_007180_1356_XN_44S091W,H0453_0000_DA4,75,no,,,,268.3386,-91.6614,-44.0689,268.3423,-91.6577,-44.0882,268.3352,-91.6648,-44.0784,268.3457,-91.6543,-44.0762,268.340,-91.65955,-44.077,1.15474,0.46572,0.53779,172.15974,1143,2670,1923.42,491.073,2.47944
843,P16_007180_1356_XN_44S091W,H0453_0000_DA4,75,no,,,,268.5889,-91.4111,-44.1214,268.5791,-91.4209,-44.1504,268.5801,-91.4199,-44.1321,268.5879,-91.4121,-44.1348,268.584,-91.416,-44.133,1.7687,0.36839,0.65157,193.62929,872,2399,1484.76,338.811,4.80117
844,P07_003633_1378_XI_42S092W,H0453_0000_DA4,75,yes_(nearby),"PSP_003633_1385, PSP_004266_1385",PSP_004266_1385_PSP_003633_1385_RED_ANAGLYPH,,267.7952,-92.2048,-40.6316,267.7332,-92.2668,-40.6577,267.7603,-92.2397,-40.6221,267.7803,-92.2197,-40.6673,267.764,-92.2358,-40.645,3.18872,2.82603,9.0114,240.95798,7070,8422,7681.36,435.241,1.12834
845,P08_004121_1379_XI_42S094W,H0266_0000_DA4,50,no,,,,265.4897,-94.5103,-40.8997,265.5063,-94.4937,-40.9153,265.4941,-94.5059,-40.9143,265.5059,-94.4941,-40.9046,265.498,-94.502,-40.909,1.18655,0.78098,0.92667,141.19869,6306,7225,6928.06,278.081,1.5193
846,P08_004121_1379_XI_42S094W,H0266_0000_DA4,50,no,,,,265.4683,-94.5317,-40.9187,265.4854,-94.5146,-40.9334,265.4717,-94.5283,-40.9314,265.4839,-94.5161,-40.9226,265.477,-94.52315,-40.927,1.15999,0.75534,0.87619,138.69298,6252,7223,6784.1,335.839,1.53571
847,P08_004121_1379_XI_42S094W,H0266_0000_DA4,50,no,,,,265.4341,-94.5659,-40.9353,265.4512,-94.5488,-40.9602,265.4331,-94.5669,-40.9544,265.4502,-94.5498,-40.9446,265.443,-94.55735,-40.950,1.66259,0.96094,1.59765,152.5896,6273,7202,6662.28,338.824,1.73016
848,P08_004121_1379_XI_42S094W,H0266_0000_DA4,50,no,,,,265.4097,-94.5903,-40.9397,265.4326,-94.5674,-40.9651,265.4126,-94.5874,-40.9578,265.4258,-94.5742,-40.949,265.421,-94.57885,-40.953,1.82137,0.78817,1.43554,145.75584,6310,7132,6707.71,185.327,2.3109
849,P17_007668_1385_XN_41S097W,H0508_0000_DA4,75,no,,,,262.0684,-97.9316,-40.7984,262.0498,-97.9502,-40.8159,262.0579,-97.9421,-40.8028,262.0659,-97.9341,-40.8111,262.059,-97.9409,-40.807,1.33124,0.60896,0.81067,218.81028,4449,6251,5301.04,556.544,2.18609
850,P17_007668_1385_XN_41S097W,H0508_0000_DA4,75,no,,,,262.4011,-97.5989,-40.8821,262.3994,-97.6006,-40.9136,262.3953,-97.6047,-40.8989,262.4072,-97.5928,-40.8999,262.400,-97.59975,-40.899,1.8686,0.53641,1.00235,182.33544,4553,6057,5407.36,451.971,3.4835
851,P17_007668_1385_XN_41S097W,H0508_0000_DA4,75,no,,,,262.5132,-97.4868,-40.9116,262.4995,-97.5005,-40.9312,262.4985,-97.5015,-40.9185,262.5125,-97.4875,-40.9263,262.506,-97.49365,-40.922,1.3138,0.77901,1.02346,207.83652,4482,5679,5100.51,376.431,1.68649
852,P17_007668_1385_XN_41S097W,H0508_0000_DA4,75,no,,,,262.4456,-97.5544,-41.8279,262.4507,-97.5493,-41.8653,262.4419,-97.5581,-41.8516,262.4519,-97.5481,-41.8462,262.448,-97.55185,-41.849,2.22816,0.54532,1.21507,174.20138,3551,5011,4556.41,347.153,4.08593
853,P17_007668_1385_XN_41S097W,H0508_0000_DA4,75,no,,,,262.5022,-97.4978,-41.8382,262.5181,-97.4819,-41.8799,262.5107,-97.4893,-41.8648,262.5198,-97.4802,-41.8618,262.510,-97.48985,-41.863,2.56935,0.43929,1.12868,164.1516,3484,5129,4445.19,405.188,5.84892
854,P13_006165_1350_XN_45S098W,none,none,yes_(nearby),ESP_025812_1375,,,261.4005,-98.5995,-42.3049,261.3898,-98.6102,-42.3279,261.3844,-98.6156,-42.3143,261.397,-98.603,-42.3173,261.395,-98.60485,-42.316,1.44165,0.58015,0.83638,198.9796,2620,4260,3762.28,488.753,2.48494
855,P15_007088_1328_XI_47S099W,H2501_0000_DA4,75,yes,"ESP_014340_1340, ESP_030045_1340",,,260.0921,-99.9079,-45.65877,260.10022,-99.89978,-45.6731,260.09369,-99.90631,-45.6678,260.09924,-99.90076,-45.66493,260.096,-99.90384,-45.666,0.91353,0.28598,0.26125,158.39966,1278,2967,2124.64,473.836,3.19438
856,P15_007088_1328_XI_47S099W,H2501_0000_DA4,75,yes_(nearby),"ESP_014340_1340, ESP_030045_1340",,,260.4774,-99.5226,-45.6962,260.4573,-99.5427,-45.715,260.4637,-99.5363,-45.7027,260.4703,-99.5297,-45.7091,260.467,-99.53265,-45.706,1.39063,0.46747,0.65008,216.73912,1144,2814,2105.44,509.493,2.97481
857,P15_007088_1328_XI_47S099W,H2501_0000_DA4,75,yes_(nearby),"ESP_014340_1340, ESP_030045_1340",,,260.4083,-99.5917,-45.6557,260.3812,-99.6188,-45.6814,260.3923,-99.6077,-45.6636,260.3997,-99.6003,-45.671,260.395,-99.60525,-45.667,1.89216,0.53509,1.01249,216.3759,1172,2949,2179.41,469.057,3.53614
858,P16_007194_1284_XN_51S112W,none,none,no,,,,247.5312,-112.4688,-50.6765,247.4072,-112.5928,-50.6629,247.4653,-112.5347,-50.6668,247.4648,-112.5352,-50.6829,247.469,-112.5308,-50.675,4.72737,0.95445,4.51206,279.76985,1838,2826,2479.95,226.835,4.95295
859,P06_003502_1290_XN_51S113W,H2644_0000_DA4,150,yes_(nearby),ESP_021883_1300,,,246.667,-113.333,-49.5545,246.6133,-113.3867,-49.6306,246.624,-113.376,-49.5779,246.6562,-113.3438,-49.5984,246.640,-113.35985,-49.588,4.96003,1.73413,8.60132,204.55967,1994,3851,3209.77,474.69,2.86024
860,P06_003502_1290_XN_51S113W,H2197_0001_DA4,100,no,,,,246.6567,-113.3433,-51.136,246.6221,-113.3779,-51.0623,246.666,-113.334,-51.0896,246.6396,-113.3604,-51.095,246.639,-113.3606,-51.092,4.55418,1.03358,4.70713,343.56019,1364,2957,2289.9,412.319,4.40621
861,P06_003502_1290_XN_51S113W,H2197_0001_DA4,100,no,,,,246.335,-113.665,-51.2361,246.3662,-113.6338,-51.2053,246.3589,-113.6411,-51.2298,246.3428,-113.6572,-51.2175,246.351,-113.6494,-51.224,2.16198,0.94269,2.03809,32.4055,1940,3076,2599.94,314.27,2.29341
862,P15_006746_1350_XN_45S121W,H0424_0000_DA4,50,yes_(nearby),"ESP_021791_1365, ESP_033751_1365",,,238.0073,-121.9927,-43.3965,238.0388,-121.9612,-43.4466,238.0095,-121.9905,-43.428,238.0358,-121.9642,-43.4165,238.023,-121.97695,-43.422,3.26448,1.32154,4.31415,155.46626,2856,3297,3188.5,102.764,2.4702
863,P15_006746_1350_XN_45S121W,H0424_0000_DA4,50,yes_(nearby),"ESP_021791_1365, ESP_033751_1365",,,237.978,-122.022,-43.4216,238.0508,-121.9492,-43.457,238.0078,-121.9922,-43.4509,238.0164,-121.9836,-43.4324,238.014,-121.9856,-43.442,3.77078,1.1573,4.36392,123.83483,2802,3328,3018.77,139.581,3.25827
864,P15_006746_1350_XN_45S121W,H0424_0000_DA4,50,yes,"ESP_012798_1340, ESP_014354_1340, ESP_025259_1340, ESP_026459_1340, PSP_007102_1340",,,238.3547,-121.6453,-45.572,238.3064,-121.6936,-45.5789,238.3293,-121.6707,-45.5635,238.333,-121.667,-45.5811,238.331,-121.66945,-45.572,2.04519,1.05441,2.15647,258.44764,734,2439,1612.63,488.572,1.93965
865,P15_007102_1346_XI_45S122W,none,none,no,,,,237.4854,-122.5146,-43.7449,237.5186,-122.4814,-43.7864,237.4849,-122.5151,-43.7815,237.5186,-122.4814,-43.7561,237.502,-122.498,-43.769,2.84077,2.08497,5.92293,149.99473,1912,2577,2272.91,200.069,1.3625
866,P03_002276_1378_XI_42S124W,H4234_0000_DA4,75,no,,,,235.2915,-124.7085,-42.0481,235.2451,-124.7549,-42.1043,235.2583,-124.7417,-42.0711,235.293,-124.707,-42.0877,235.268,-124.7317,-42.079,3.90679,1.81614,7.09527,211.48534,2953,4484,3674.71,409.725,2.15115
867,P16_007168_1416_XN_38S125W,H1937_0000_DA4,100,no,,,,234.7283,-125.2717,-37.7605,234.7432,-125.2568,-37.7905,234.7292,-125.2708,-37.7786,234.7437,-125.2563,-37.7715,234.736,-125.26425,-37.775,1.91025,0.7991,1.52649,158.57089,1810,2560,2454.78,111.412,2.3905
868,P16_007168_1416_XN_38S125W,H1937_0000_DA4,100,no,,,,234.8071,-125.1929,-37.7705,234.8074,-125.1926,-37.7969,234.802,-125.198,-37.7832,234.813,-125.187,-37.7849,234.807,-125.19275,-37.784,1.56483,0.52504,0.8216,179.48553,1720,2719,2270.56,336.382,2.9804
869,P17_007590_1385_XN_41S127W,none,none,yes,"ESP_013919_1410, ESP_016675_1410",,,232.1152,-127.8848,-38.8049,232.105,-127.895,-38.8374,232.1028,-127.8972,-38.8198,232.1179,-127.8821,-38.8233,232.110,-127.8899,-38.822,1.98307,0.7275,1.44268,193.73713,906,2360,1633.04,443.887,2.72587
870,P17_007590_1385_XN_41S127W,none,none,yes,"ESP_013919_1410, ESP_016675_1410",,,232.1946,-127.8054,-38.8125,232.1689,-127.8311,-38.8511,232.1797,-127.8203,-38.8301,232.1941,-127.8059,-38.8342,232.182,-127.81825,-38.832,2.57729,0.70789,1.82444,207.40564,828,2062,1564.44,354.781,3.64081
871,P17_007590_1385_XN_41S127W,none,none,yes_(nearby),"ESP_013919_1410, ESP_016675_1410",,,232.2786,-127.7214,-38.6411,232.2881,-127.7119,-38.6738,232.2778,-127.7222,-38.6621,232.2913,-127.7087,-38.6582,232.283,-127.71665,-38.660,1.98743,0.66621,1.32404,167.2209,1864,3199,2673.28,365.943,2.98319
872,P17_007590_1385_XN_41S127W,H0479_0000_DA4,100,no,,,,232.8071,-127.1929,-42.5642,232.9678,-127.0322,-42.5652,232.8911,-127.1089,-42.6262,232.8848,-127.1152,-42.5364,232.887,-127.11255,-42.581,7.01548,5.32967,37.39017,90.53843,781,2080,1529.03,376.317,1.31631
873,P13_006232_1392_XN_40S128W,H0479_0000_DA4,100,no,,,,231.7976,-128.2024,-39.8604,231.7915,-128.2085,-39.8181,231.8064,-128.1936,-39.8384,231.7788,-128.2212,-39.8413,231.795,-128.20545,-39.840,2.5225,1.26781,3.19804,353.67946,1544,2666,2087.21,308.585,1.98966
874,P13_006232_1392_XN_40S128W,none,none,no,,,,231.6748,-128.3252,-39.7334,231.7068,-128.2932,-39.7007,231.6948,-128.3052,-39.7205,231.6797,-128.3203,-39.7063,231.691,-128.3092,-39.713,2.42591,1.08737,2.63787,36.98058,1401,2685,1942.43,377.343,2.23098
875,P13_006232_1392_XN_40S128W,none,none,no,,,,231.5593,-128.4407,-39.5879,231.6128,-128.3872,-39.5989,231.5869,-128.4131,-39.595,231.5886,-128.4114,-39.583,231.586,-128.41395,-39.589,2.52903,0.71548,1.80948,104.95664,1449,2592,1980,349.25,3.53472
876,P03_002329_1357_XN_44S130W,H2494_0000_DA4,75,yes,"ESP_012917_1365, ESP_024732_1360, ESP_028055_1365, ESP_029967_1360, PSP_007366_1360", ESP_024732_1360_PSP_007366_1360_RED_ANAGLYPH,,229.1497,-130.8503,-43.3108,229.1199,-130.8801,-43.3286,229.1301,-130.8699,-43.3132,229.1423,-130.8577,-43.3264,229.135,-130.8652,-43.320,1.66265,0.94281,1.56757,230.60342,1065,2534,1578.31,439.145,1.76351
877,P07_003806_1330_XN_47S133W,H2527_0000_DA4,75,no,,,,225.9897,-134.0103,-44.6013,225.915,-134.085,-44.6399,225.9429,-134.0571,-44.6106,225.9541,-134.0459,-44.6424,225.952,-134.04765,-44.627,3.89434,1.94314,7.56725,233.99486,1468,3001,2227.33,401.167,2.00415
878,P07_003806_1330_XN_47S133W,H2527_0000_DA4,75,yes,ESP_028609_1345,,,226.0903,-133.9097,-44.7508,226.0464,-133.9536,-44.7864,226.0601,-133.9399,-44.7639,226.0698,-133.9302,-44.7796,226.068,-133.93165,-44.772,2.80445,1.01614,2.8497,221.18606,1271,3061,2293.39,509.362,2.75991
879,P12_005652_1425_XI_37S133W,H2538_0000_DA4,150,no,,,,225.9355,-134.0645,-35.4456,226,-134,-35.5628,225.9507,-134.0493,-35.5071,225.9834,-134.0166,-35.4934,225.968,-134.03225,-35.500,7.61191,1.77458,13.50791,155.88549,1423,2583,1998.16,343.562,4.28942
880,P17_007498_1413_XI_38S135W,H2538_0000_DA4,150,no,,,,224.2842,-135.7158,-39.0725,224.3091,-135.6909,-39.0901,224.2898,-135.7102,-39.0894,224.3015,-135.6985,-39.073,224.297,-135.70335,-39.081,1.54942,1.11115,1.72164,132.32771,1462,2387,1955.14,238.9,1.39442
881,P10_005072_1376_XI_42S137W,none,none,yes,"ESP_020262_1370, ESP_035769_1370, PSP_005072_1375",,,223.0818,-136.9182,-42.1948,223.0671,-136.9329,-42.2329,223.0635,-136.9365,-42.2112,223.0825,-136.9175,-42.2163,223.074,-136.92555,-42.214,2.34863,0.88717,2.08363,195.94286,1875,2867,2540.12,181.118,2.64734
882,P16_007195_1398_XN_40S142W,H6486_0000_DA4,75,yes,ESP_023295_1405,,,217.2405,-142.7595,-38.9993,217.2656,-142.7344,-39.0069,217.25,-142.75,-39.0132,217.2563,-142.7437,-38.9973,217.253,-142.74695,-39.005,1.24078,0.98608,1.2235,111.29545,951,2368,1635.04,416.974,1.2583
883,P16_007393_1312_XN_48S146W,H2681_0000_DA4,175,yes,PSP_006536_1315,,,212.6206,-147.3794,-47.7681,212.6375,-147.3625,-47.8228,212.6191,-147.3809,-47.7986,212.6372,-147.3628,-47.7932,212.629,-147.37095,-47.796,3.31124,0.78856,2.61112,168.2809,1671,3207,2817,369.424,4.19908
884,P16_007393_1312_XN_48S146W,H2681_0000_DA4,175,yes,PSP_006536_1315,,,212.6665,-147.3335,-47.7769,212.6716,-147.3284,-47.8223,212.6638,-147.3362,-47.8018,212.6804,-147.3196,-47.8001,212.669,-147.33095,-47.801,2.69857,0.66853,1.80409,175.68663,1480,3185,2383.17,452.341,4.03655
885,B06_011889_1433_XI_36S146W,none,none,yes,ESP_016557_1435,,,214.0413,-145.9587,-36.3733,214.0601,-145.9399,-36.4148,214.032,-145.968,-36.4004,214.062,-145.938,-36.3894,214.051,-145.9493,-36.395,2.6182,1.57281,4.11793,159.97097,456,1404,968.698,273.85,1.66466
